SalePrice,GrLivArea,OverallQual,SaleCondition,BldgType,YearBuilt,GarageCars,LotArea,HeatingQC,KitchenQual,MiscVal,YearRemodAdd,YrSold,RoofStyle,SaleType
192000,1269,8,1,4,2004,2,3182,5,4,0,2005,2010,2,1
81000,1184,5,3,1,1910,0,8410,3,3,0,1996,2006,3,1
125000,1125,6,2,1,1976,1,7200,5,3,0,1976,2009,4,1
191000,1479,7,1,1,1999,2,9382,5,4,0,2000,2008,2,1
426000,2332,10,6,1,2007,3,12474,5,5,0,2008,2008,2,4
119000,1367,5,1,1,1900,1,8405,5,3,0,1950,2008,2,1
215000,1961,6,1,1,2001,2,12209,5,4,0,2002,2009,2,1
106500,882,5,1,1,1959,1,8339,3,3,1200,1959,2007,2,1
100000,788,4,2,1,1941,0,7446,3,3,0,1950,2006,2,1
109000,1034,5,1,1,1940,1,10134,4,3,0,1950,2007,2,1
129000,1144,5,1,1,1956,1,9571,3,3,0,1956,2010,2,1
123000,894,5,1,1,1972,2,7200,3,3,0,1972,2009,4,1
169500,1812,5,1,1,1962,1,7590,3,3,0,1962,2007,2,1
67000,1077,5,2,1,1920,1,8967,4,3,0,1950,2007,2,1
241000,1550,7,1,1,2006,2,8125,5,4,0,2007,2009,2,1
245500,1288,8,1,4,1996,2,14963,5,5,0,1996,2008,2,1
164990,1310,7,6,1,2005,2,8767,5,4,0,2005,2006,2,4
108000,672,5,1,1,1940,1,10200,5,3,0,1997,2008,2,1
258000,2263,8,2,1,1998,2,12090,4,4,0,1998,2006,4,1
168000,1572,6,1,1,1995,2,10364,4,3,0,1996,2007,2,1
150000,1620,4,1,1,1976,2,9991,5,3,0,1993,2009,2,1
115000,1639,6,1,1,1936,1,10480,5,3,0,1950,2008,2,1
177000,1680,6,1,1,1915,1,15576,5,3,0,1976,2008,2,1
280000,2172,7,6,1,2006,3,14154,5,4,0,2006,2007,2,4
339750,2078,8,6,1,2007,3,10800,5,5,0,2008,2008,2,4
60000,1276,5,2,1,1958,1,9571,3,3,0,1958,2009,2,5
145000,1056,5,1,2,1955,2,34650,3,3,0,1955,2006,4,1
222000,1478,7,6,1,2009,2,4403,5,4,0,2009,2010,2,4
115000,1028,5,1,1,1927,2,8960,4,3,0,1950,2010,2,1
228000,2097,7,1,1,1993,3,11228,5,4,0,1993,2008,2,1
181134,1340,7,6,1,2007,2,8899,5,4,0,2007,2007,2,4
149500,1400,6,1,1,1978,2,7844,3,3,0,1978,2006,4,1
239000,2624,6,1,1,1918,3,22420,3,3,0,1950,2007,4,1
126000,1134,5,3,1,1940,1,8160,2,3,0,1950,2007,2,1
142000,1056,5,1,1,1968,1,8450,5,3,0,1968,2010,2,1
206300,1344,7,4,3,1997,4,7060,5,3,0,1998,2008,2,1
215000,1602,6,1,1,1977,2,16635,4,4,0,2000,2009,2,1
113000,988,5,1,1,1954,2,21750,5,3,0,1954,2008,4,1
315000,2630,8,1,1,1998,3,9200,4,4,0,1998,2008,2,1
139000,1196,6,1,1,1956,1,9000,4,3,0,1956,2008,2,1
135000,1389,7,1,1,1946,1,3378,4,3,0,1992,2009,2,1
275000,1644,7,1,1,1989,2,12800,4,4,0,1989,2009,2,1
109008,907,4,1,1,1957,1,8593,5,3,0,1957,2008,4,1
195400,1208,7,6,1,2007,2,6762,5,4,0,2007,2007,2,4
175000,1412,6,1,1,1988,2,11457,3,4,0,1988,2009,2,1
85400,987,6,2,5,1971,1,1680,3,3,0,1971,2008,2,5
79900,1198,6,2,1,1920,0,5586,4,3,0,1998,2008,2,9
122500,1365,5,1,4,1971,2,1920,5,3,0,1971,2007,2,1
181000,1604,6,1,1,1997,2,10839,5,3,0,1998,2008,2,1
81000,630,4,1,5,1972,0,1890,4,3,0,1972,2008,2,1
212000,1661,7,1,1,1996,2,10667,5,4,0,1996,2009,2,7
116000,1118,6,1,1,1920,2,4400,3,3,0,1950,2006,2,1
119000,904,6,1,1,1926,1,6000,4,3,0,2004,2009,2,1
90350,694,5,1,1,1913,1,4280,3,4,0,2002,2007,2,1
110000,1196,6,1,1,1920,2,12354,4,4,800,2000,2009,2,8
555000,2402,10,1,1,2008,3,15431,5,5,0,2008,2009,4,1
118000,1440,4,1,3,1955,0,12108,3,2,0,1955,2008,2,1
162900,1573,5,1,1,1930,2,6240,3,3,0,1992,2008,2,1
172500,1258,7,6,4,2006,3,3922,5,4,0,2007,2007,2,4
210000,1908,7,1,1,1994,2,8750,5,4,0,1995,2008,2,1
127500,1689,6,1,1,1956,2,9855,2,3,0,1956,2009,4,5
190000,1888,6,1,1,1966,2,16492,5,4,0,2002,2010,2,1
199900,1886,7,1,1,1998,2,11214,4,4,0,1999,2006,2,1
119500,1376,6,1,1,1937,1,8600,3,3,0,1950,2006,2,1
120000,1183,3,1,1,1948,1,6000,5,3,0,2002,2007,2,1
110000,813,6,1,1,1930,1,5684,5,4,0,2005,2006,4,1
280000,1533,7,1,1,1975,2,70761,3,4,0,1975,2006,2,1
204000,1756,6,1,1,1996,2,9303,5,3,0,1997,2007,4,1
210000,1590,8,1,1,2008,2,9000,5,4,0,2008,2009,2,1
188000,1728,5,5,3,1976,2,9297,3,3,0,1976,2006,2,1
175500,1242,7,1,1,1973,2,9600,2,3,0,1973,2007,4,1
98000,1344,5,2,1,1916,3,4571,2,3,0,1950,2008,2,5
256000,1663,4,1,1,1954,2,53227,5,4,0,1994,2008,1,1
161000,1666,8,1,1,1925,1,5100,2,4,0,1996,2008,4,1
110000,1203,5,1,1,1950,1,7015,3,4,0,1950,2009,2,1
263435,1935,8,6,1,2009,2,8004,5,3,0,2009,2009,2,4
155000,1135,7,1,1,1936,2,7200,5,4,0,2007,2009,2,1
62383,864,5,1,1,1965,1,8281,4,3,0,1965,2009,2,1
188700,1660,6,1,1,1934,1,11988,2,3,0,1995,2008,4,1
124000,1040,5,1,1,1978,0,8430,3,3,0,1978,2009,2,1
178740,1414,7,1,4,2004,2,3072,5,4,0,2004,2006,4,1
167000,1277,7,1,1,1970,2,10628,3,3,0,1970,2007,1,1
146500,1644,5,1,1,1942,1,9480,5,4,0,1995,2007,2,1
250000,1634,8,1,1,2006,3,11428,5,4,0,2006,2007,2,1
187000,1710,6,1,1,1993,2,9291,5,4,0,1993,2008,2,1
212000,1502,8,1,4,1985,2,6820,3,4,0,1985,2010,2,1
190000,1969,7,1,1,1977,2,11952,3,3,0,1977,2007,5,1
148000,1072,6,1,4,2005,2,3675,5,3,0,2005,2008,2,1
440000,1976,8,6,1,2006,3,14977,5,4,0,2007,2007,2,4
251000,1652,8,1,4,2000,2,5330,5,5,0,2000,2007,2,1
132500,970,5,1,1,1963,2,8480,3,3,0,1963,2007,4,1
208900,1493,6,1,1,1997,2,13125,5,4,0,1998,2008,2,1
380000,2643,9,1,1,2006,3,13693,5,5,0,2006,2007,4,1
297000,1718,8,1,1,2007,3,10637,5,4,0,2008,2009,4,1
89471,1131,4,4,1,1937,2,5925,3,3,0,2000,2007,4,1
326000,1850,9,1,1,2004,3,16033,5,4,0,2005,2006,4,1
374000,1792,9,1,1,2003,3,11846,5,5,0,2004,2006,4,1
155000,1826,7,1,1,1915,1,2500,5,5,0,2005,2009,2,1
164000,1216,6,1,5,1998,2,4500,5,3,0,1998,2006,4,1
132500,999,5,1,1,1962,1,7758,4,4,0,2001,2007,2,1
147000,1113,5,1,1,1950,1,9600,4,4,0,2007,2009,2,1
156000,1073,5,1,1,1965,2,10289,3,3,0,1965,2007,4,1
175000,1484,5,1,1,1971,2,12243,4,3,0,1971,2007,2,1
160000,2414,5,1,2,1900,2,10800,3,3,0,1970,2006,2,9
86000,630,4,1,5,1970,1,1526,3,4,0,2002,2009,2,1
115000,1304,5,1,4,1976,1,2665,3,3,0,1976,2008,2,1
133000,1578,6,1,1,1941,1,9490,3,2,0,1950,2006,2,1
172785,1456,6,6,1,2006,2,15578,4,3,0,2006,2006,2,4
155000,1269,5,1,1,1960,1,7931,3,3,0,1960,2008,2,1
91300,886,5,1,1,1938,1,5784,4,3,0,1996,2009,2,1
34900,720,4,2,1,1920,0,7879,3,3,0,1950,2009,2,1
430000,3228,8,1,1,1992,2,12692,5,4,0,1993,2007,4,1
184000,1820,7,1,1,1925,1,9120,5,3,0,1950,2008,2,1
130000,899,5,1,1,1967,1,7800,5,4,0,2004,2009,4,1
120000,912,5,1,1,1958,1,7535,2,3,480,1985,2007,2,1
113000,1218,6,1,5,1973,1,1890,3,3,0,1973,2007,2,1
226700,1768,7,1,1,2005,2,9803,4,4,0,2005,2008,2,1
140000,1214,5,1,1,1965,2,9170,5,3,400,1965,2007,4,1
289000,1801,7,1,1,1959,2,15602,3,3,0,1997,2010,2,1
147000,1322,6,1,4,1974,2,2308,3,3,0,1974,2009,2,1
124500,1960,5,1,3,1952,2,7596,4,3,0,1952,2009,4,5
215000,1911,8,1,1,1993,2,9554,5,4,0,1994,2006,2,1
208300,1218,6,6,1,2009,2,7862,5,4,0,2009,2009,2,4
161000,1378,7,1,1,1928,2,9600,5,4,0,2005,2008,3,1
124500,1041,5,1,1,1959,1,9600,5,3,0,1959,2009,2,1
164900,1363,5,1,1,1951,1,14559,5,3,2000,2000,2009,4,1
202665,1368,7,6,4,2005,2,6792,5,4,0,2006,2006,2,4
129900,864,5,1,1,1958,2,9100,3,3,0,1958,2006,2,1
134000,1080,6,1,1,1983,2,9187,3,3,0,1983,2007,2,1
96500,789,5,1,1,1926,1,10594,2,3,0,1950,2007,2,1
402861,2020,10,6,1,2009,3,12220,5,5,0,2009,2009,4,4
158000,2119,6,2,1,1972,2,10448,3,3,0,1972,2009,2,5
265000,2344,7,1,1,1996,3,10208,5,4,0,1997,2009,2,1
211000,1796,6,1,1,1998,2,9531,5,3,0,1998,2007,2,1
234000,2080,7,1,1,1926,1,10918,5,4,0,2004,2009,3,1
106250,1294,4,1,2,1900,0,10800,3,3,0,2000,2008,2,1
150000,1244,6,1,1,1957,1,11988,5,3,0,1957,2007,2,1
159000,1664,6,1,1,1947,2,5000,5,3,0,1950,2006,2,1
184750,4676,10,6,1,2007,3,40094,5,5,0,2008,2007,4,4
315750,2398,7,1,1,1996,3,11787,5,4,0,1997,2007,2,1
176000,1266,7,1,1,2005,2,7500,5,4,0,2005,2006,2,1
132000,928,5,1,1,1956,1,13300,3,3,0,2000,2007,4,1
446261,2713,9,6,1,2008,3,14948,5,5,0,2008,2008,4,4
86000,605,4,1,1,1920,0,9098,5,3,0,2002,2007,2,1
200624,2515,6,4,1,1957,2,32668,3,3,0,1975,2007,4,1
175000,1509,6,2,1,1988,2,10200,5,4,0,1989,2008,2,1
128000,1362,6,1,1,1920,2,6155,5,3,0,1999,2008,2,1
107500,827,5,1,1,1955,1,7200,5,3,0,2007,2010,2,1
39300,334,1,1,1,1946,0,5000,2,2,0,1950,2007,2,1
178000,1414,8,1,1,2004,2,9056,5,4,0,2004,2006,2,1
107500,1347,5,1,2,1910,0,7000,3,3,0,1991,2008,2,1
188000,1724,7,1,1,1998,2,8924,5,4,0,1999,2008,2,1
111250,864,4,1,1,1972,2,12735,3,3,0,1972,2008,4,5
158000,1159,5,1,1,1968,1,11553,3,3,0,1968,2006,4,1
272000,1601,8,1,1,2001,2,11423,5,4,2000,2002,2010,2,1
315000,1838,9,1,1,2006,3,14601,5,5,0,2006,2009,4,1
248000,2285,8,1,1,2000,3,11000,5,4,0,2000,2007,2,1
213250,1680,7,1,1,1998,2,10140,5,4,0,1999,2009,4,1
133000,767,7,1,4,1998,1,4058,5,3,0,1998,2007,2,1
179665,1496,7,6,1,2006,2,17104,5,4,0,2006,2006,2,4
229000,2183,7,1,1,1988,3,13837,4,4,0,1988,2006,2,1
210000,1635,6,1,1,1923,2,8737,5,3,0,1950,2007,2,1
129500,768,5,1,1,1970,2,7244,5,3,0,1970,2007,2,1
125000,825,5,1,1,1955,2,8235,3,3,0,1995,2008,2,1
263000,2094,7,1,1,2003,2,9375,5,4,0,2004,2009,2,1
140000,1069,6,2,4,1977,2,4043,3,3,0,1977,2008,2,5
112500,928,5,1,1,1957,1,6000,4,3,0,1957,2008,4,1
255500,1717,8,1,1,2006,3,11146,5,4,0,2006,2009,2,1
108000,1126,4,1,1,1949,2,8777,5,4,0,2003,2009,2,1
284000,2046,7,1,1,2003,3,10625,5,4,0,2004,2008,2,1
113000,1048,5,1,1,1922,1,6380,3,3,0,1950,2006,2,1
141000,1092,5,1,1,1957,1,14850,3,3,0,1957,2006,2,1
108000,1336,4,1,1,1920,1,11040,4,3,0,1950,2006,2,5
175000,1446,7,1,1,1996,2,21872,5,3,0,1997,2008,2,1
234000,1557,7,1,4,2003,2,3196,5,4,0,2004,2006,2,1
121500,1392,5,1,1,1957,2,11341,3,3,0,1996,2010,4,1
170000,1389,5,1,1,1974,2,10010,4,3,0,1975,2006,2,1
108000,996,5,1,1,1940,0,13907,5,3,0,1969,2008,2,1
185000,1674,6,1,1,1918,2,21780,5,3,0,1950,2008,2,1
268000,2295,7,1,1,1992,2,13346,5,4,0,2000,2006,2,1
128000,1647,6,1,1,1915,1,6858,3,2,0,1950,2010,2,1
325000,2504,9,1,1,2005,3,11198,5,5,0,2007,2008,4,1
214000,1535,7,1,1,2004,2,10171,5,4,0,2004,2010,2,1
316600,2132,8,1,1,1983,2,12327,5,4,0,2009,2009,2,1
135960,943,5,1,3,1979,2,7032,3,3,0,1979,2006,2,1
142600,1728,5,1,3,1965,2,13101,3,3,0,1965,2008,2,1
120000,864,6,2,1,1959,1,7332,5,4,0,1959,2006,2,1
224500,1692,7,6,1,2009,2,13159,4,4,0,2009,2009,2,4
170000,1430,7,1,1,2000,2,9967,5,3,0,2000,2007,2,1
139000,1109,5,1,1,1971,1,10500,3,3,0,2005,2007,3,1
118500,1216,5,2,1,1947,1,8480,3,3,0,1950,2008,2,5
145000,1477,7,1,1,1928,1,6292,4,3,0,1950,2009,2,1
164500,1320,5,2,1,1966,2,11777,5,3,0,1966,2006,2,1
146000,1392,7,2,4,2007,2,3604,5,4,0,2007,2008,2,1
131500,1795,5,1,1,1954,1,12150,5,3,0,1954,2008,2,1
181900,1429,6,1,1,1960,2,14585,5,4,0,1987,2007,2,1
253293,2042,8,6,1,2008,3,12704,5,5,0,2009,2009,4,4
118500,816,6,1,3,1990,0,11841,3,3,0,1990,2007,2,1
325000,2775,10,1,1,1893,2,13500,4,4,0,2000,2008,2,1
133000,1573,4,1,1,1935,1,6120,5,4,0,1995,2009,2,1
369900,2028,8,6,1,2005,3,11443,5,4,0,2006,2006,4,4
130000,838,6,1,1,1918,1,10267,5,2,0,2000,2008,2,1
137000,860,5,1,1,1982,2,8740,3,3,0,1982,2009,4,1
143000,1473,5,6,1,1968,1,25095,5,5,0,2003,2009,1,1
79500,935,5,1,1,1930,1,9100,3,3,600,1960,2008,2,1
185900,1582,7,1,1,2004,2,8320,5,4,0,2004,2008,2,1
451950,2296,10,1,1,2008,3,13478,5,5,0,2008,2009,2,8
138000,816,5,1,1,1982,2,6600,5,3,0,2003,2008,2,1
140000,848,6,1,4,2003,2,4435,5,4,0,2003,2009,2,1
110000,924,5,1,1,1975,1,7990,3,3,0,1975,2008,4,1
319000,1826,8,6,1,2005,3,11302,5,4,0,2006,2006,2,4
114504,1368,6,1,1,1910,1,3600,5,3,0,1993,2006,2,1
194201,1402,7,6,4,2006,3,3922,5,4,0,2007,2007,2,4
217500,1647,5,1,1,1977,2,12984,5,4,0,1977,2006,2,1
151000,1556,6,1,5,1980,2,1950,3,3,0,1980,2008,2,5
275000,1904,8,1,1,2005,2,10927,5,5,0,2005,2006,2,1
141000,1375,6,1,1,1937,1,9000,3,4,0,1950,2007,2,1
220000,1915,8,2,1,1992,2,10041,5,4,0,1992,2006,2,1
151000,1200,7,1,4,2004,2,3182,5,4,0,2005,2010,2,1
221000,1494,7,1,1,2002,2,12803,5,4,0,2002,2008,2,1
205000,1986,7,1,1,1965,2,13600,3,3,0,1990,2009,2,1
152000,1040,5,1,1,1996,2,12464,4,4,0,1996,2009,2,1
225000,2008,5,1,1,1948,1,7800,5,5,0,2002,2006,2,1
359100,3194,8,4,1,1934,2,12168,3,3,0,1998,2007,2,1
118500,1029,4,1,1,1961,1,7943,4,3,0,1961,2007,2,1
313000,2153,9,1,1,2000,3,11050,5,5,0,2000,2009,4,1
148000,1032,6,1,1,1978,2,10395,3,3,500,1978,2007,2,1
261500,1872,8,1,1,2001,2,11885,5,5,0,2001,2009,2,1
147000,1120,5,6,1,2007,0,8402,5,3,0,2007,2007,2,4
75500,630,4,1,4,1972,0,1491,5,3,0,1972,2010,2,1
137500,1054,6,2,1,1963,2,8800,5,4,0,1963,2010,2,1
183200,1509,6,1,1,2002,2,7861,5,4,0,2003,2006,2,1
105500,832,6,1,1,1954,2,7227,4,4,0,1954,2008,2,1
314813,1828,9,6,1,2007,3,11694,5,4,0,2007,2007,4,4
305000,2262,8,1,1,2003,3,12244,5,4,0,2003,2008,4,1
67000,864,3,1,1,1914,0,8248,3,3,0,1950,2008,2,1
240000,2614,6,1,1,1974,2,10800,3,3,0,1997,2008,2,1
135000,980,5,1,1,1977,2,7064,3,3,0,1977,2009,2,1
168500,1512,6,1,4,2000,2,2117,5,4,0,2000,2007,2,1
165150,1790,6,1,1,1972,2,10400,4,3,0,1972,2006,2,1
160000,1116,6,1,1,1962,2,10000,3,3,0,1962,2010,4,1
139900,1422,5,1,1,1960,1,12342,3,3,600,1978,2007,4,1
153000,1520,6,1,1,1955,1,9600,5,3,0,1972,2010,2,1
135000,2080,5,5,1,1969,2,11606,3,2,0,1969,2007,2,1
168500,1350,6,1,1,1964,2,9020,3,3,0,1964,2008,2,1
124000,1750,5,2,1,1880,1,9000,3,5,0,1991,2006,2,1
209500,1554,8,1,5,2006,2,4590,5,4,0,2006,2007,2,1
82500,1411,7,5,1,1977,2,11900,3,3,0,1977,2009,4,1
139400,1056,5,1,1,1954,1,9250,3,3,0,2005,2007,2,1
144000,1056,6,1,3,1980,2,6979,4,3,600,1980,2010,2,1
200000,3395,6,2,2,1914,0,10896,5,2,0,1995,2007,4,1
60000,800,2,1,1,1936,0,6120,2,2,0,1950,2009,2,7
93000,1387,5,1,2,1954,1,6000,3,4,0,1954,2009,2,1
85000,796,5,1,1,1910,0,8777,4,3,0,1950,2008,2,1
264561,1567,8,6,4,2006,3,3982,5,5,0,2006,2006,4,4
274000,1518,8,1,4,2003,2,12677,5,5,0,2004,2008,4,1
226000,1929,7,1,1,2001,2,7050,5,4,0,2001,2007,2,1
345000,2704,8,1,1,1972,2,13860,4,5,0,1995,2009,2,1
152000,1620,5,1,1,1969,2,10793,5,3,0,1969,2007,5,1
370878,1766,9,6,1,2009,3,9187,5,5,0,2009,2009,2,4
143250,981,6,1,1,1971,2,10530,3,3,0,1971,2007,4,1
98300,1048,5,1,1,1950,2,7200,4,3,0,1950,2008,4,1
155000,1094,6,1,1,1953,2,10452,5,3,0,1953,2008,4,1
155000,1839,6,1,1,1966,2,7700,3,3,0,1966,2010,2,1
84500,630,4,1,5,1970,0,1936,4,3,0,1970,2007,2,1
205950,1665,7,1,1,2007,2,8125,5,4,0,2007,2008,2,1
108000,1510,4,1,1,1940,1,9084,3,3,0,1950,2009,2,1
191000,1716,7,1,1,1996,2,8750,5,4,0,1996,2009,2,1
135000,1469,6,1,1,1906,1,10320,5,3,0,1995,2008,2,1
350000,2113,8,1,1,1995,3,10437,5,4,0,1995,2008,4,1
88000,1092,6,5,5,1971,1,1680,3,3,0,1971,2010,2,1
145500,1053,5,1,1,1959,1,10007,5,4,0,2006,2008,2,1
149000,1502,7,1,1,1931,1,7200,3,3,0,2000,2008,2,1
97500,1458,6,2,1,1948,1,17503,3,3,0,1950,2010,2,1
167000,1486,5,1,1,1964,2,9937,5,3,0,1999,2009,4,1
197900,1935,7,1,1,1976,2,12384,3,3,0,1976,2007,2,1
402000,2448,8,1,1,1994,3,46589,5,4,0,2005,2009,4,1
110000,1392,6,1,1,1968,2,13560,4,3,0,1968,2009,4,1
137500,1181,4,1,1,1972,2,10012,3,3,0,1972,2008,2,1
423000,2097,8,6,1,2005,3,20896,5,5,0,2006,2006,2,4
230500,1936,8,1,1,2000,2,11194,5,4,0,2000,2006,2,1
129000,2380,6,2,1,1965,2,18450,3,3,0,1979,2007,1,1
193500,1679,6,1,1,1994,2,8125,5,4,0,1998,2008,2,1
168000,1437,5,1,1,1956,2,14175,4,3,0,1987,2006,2,1
137500,1180,4,1,1,1922,1,11600,5,2,0,1950,2006,2,1
173500,1476,6,1,1,2005,2,8633,5,4,0,2005,2009,2,1
103600,1369,6,1,1,1925,1,6629,3,3,0,1950,2009,3,1
165000,1208,6,1,1,1977,2,11250,3,3,0,1977,2006,2,1
257500,1839,6,1,1,1957,2,14442,5,4,0,2004,2007,4,1
140000,1136,6,1,1,1965,1,9200,3,3,0,1965,2008,2,1
148500,1441,6,1,5,1978,2,2289,3,3,0,1978,2009,2,1
87000,1774,4,1,1,1900,3,9600,2,3,0,1950,2006,2,1
109500,792,5,1,1,1924,1,9022,5,4,0,2006,2009,2,1
372500,2046,8,6,1,2008,3,11844,5,4,0,2008,2009,4,4
128500,988,5,1,1,1961,2,9945,3,3,0,1961,2007,4,1
143000,923,6,1,4,1980,1,8012,3,3,0,1980,2010,2,1
159434,1520,5,2,1,1932,1,4500,5,3,0,2000,2009,2,1
173000,1291,6,1,1,1996,2,2887,5,4,0,1997,2008,2,1
285000,1668,9,1,1,2002,3,11248,5,4,0,2002,2007,4,1
221000,1839,7,1,1,1998,2,16770,4,3,0,1998,2010,2,1
207500,2090,7,1,4,1984,2,5062,4,4,0,1984,2007,2,1
227875,1761,7,6,1,2007,2,10207,5,4,0,2007,2007,2,4
148800,1102,7,1,4,2004,2,5105,5,4,0,2004,2007,2,1
392000,1419,8,6,1,2007,2,8089,5,4,0,2007,2007,2,4
194700,1362,6,1,4,2005,2,7577,5,4,0,2006,2007,2,1
141000,848,6,1,4,2004,2,4426,5,4,0,2004,2008,2,1
755000,4316,10,1,1,1994,3,21535,5,5,0,1995,2007,2,1
335000,2519,7,1,1,1989,2,26178,5,4,0,1990,2006,4,1
108480,1073,5,2,1,1921,1,5400,5,3,0,1968,2006,2,1
141500,1539,5,1,1,1936,2,6120,3,3,0,1950,2009,2,1
176000,1137,6,1,1,1987,2,13811,4,4,0,1987,2006,2,1
89000,616,5,1,1,1921,1,6000,4,3,0,1950,2006,2,1
123500,1148,5,1,1,1952,1,6420,2,3,0,1952,2006,2,1
138500,894,5,1,1,1965,1,8450,5,3,0,2009,2010,2,1
196000,1391,7,1,4,2004,2,4282,5,4,0,2004,2008,2,1
312500,1800,8,1,1,2002,3,14331,5,4,0,2002,2006,4,1
140000,1164,7,1,1,1969,2,9600,3,3,0,1969,2006,4,5
361919,2576,8,6,1,2006,3,12438,5,5,0,2006,2006,4,4
140000,1812,5,1,2,1900,2,7630,4,4,0,1996,2010,2,1
213000,1484,7,1,1,2004,2,8400,5,4,0,2005,2010,2,1
55000,1092,4,1,2,1930,0,5600,2,2,3500,1950,2010,4,1
302000,1824,7,1,1,1971,2,115149,3,4,0,2002,2007,2,1
254000,1324,8,1,4,2006,2,6240,5,4,0,2006,2009,4,1
179540,1456,7,6,1,2007,2,9018,5,4,0,2007,2007,4,4
109900,904,5,2,1,1966,1,7162,3,3,0,1966,2008,2,1
52000,729,3,1,1,1935,0,4130,4,3,0,2003,2008,2,1
102776,1178,4,2,1,1900,1,8712,4,3,0,1950,2010,2,1
189000,1228,8,1,4,1988,2,4671,4,4,0,1989,2008,2,1
129000,960,4,1,2,1970,2,9873,3,3,0,1970,2006,2,1
130500,1479,6,1,1,1976,2,13517,5,4,0,2005,2010,2,1
165000,1350,6,1,1,1974,2,10140,3,3,0,1974,2009,4,1
159500,2554,7,1,1,1890,2,10800,5,3,0,1998,2007,2,1
157000,1178,5,1,1,1973,2,10000,4,4,0,2000,2008,2,1
341000,2418,7,1,1,1993,3,10542,5,4,0,1994,2008,4,1
128500,971,5,1,1,1969,1,9920,3,3,0,1969,2006,2,1
275000,1742,8,1,1,1985,2,6563,3,4,0,1985,2006,2,1
143000,848,6,1,4,2004,2,4426,5,4,0,2004,2010,2,1
124500,864,4,1,1,1970,2,8120,5,3,0,1970,2009,2,1
135000,1470,4,1,1,1954,1,8172,5,3,0,1972,2008,2,1
320000,1698,9,1,1,2007,3,13286,5,5,0,2008,2009,4,1
120500,864,4,1,1,1970,2,6960,3,4,500,1970,2009,2,1
222000,1680,6,1,1,1988,2,21695,5,4,0,2007,2009,4,1
194500,1232,7,1,1,2007,2,7314,5,4,0,2007,2009,2,1
110000,1776,5,2,3,1958,3,11475,3,3,0,1958,2009,2,5
103000,1208,4,1,1,1925,2,6240,3,3,0,1950,2009,2,1
236500,1616,8,1,4,1995,2,5389,5,4,0,1996,2010,2,1
187500,1146,7,1,1,2003,2,9590,5,4,0,2003,2007,2,1
222500,2031,7,1,1,1998,2,11404,5,4,0,1999,2008,2,1
131400,1144,5,1,1,1961,1,10000,5,3,400,1983,2009,4,1
108000,948,5,5,1,1968,1,8978,3,3,0,1968,2007,2,1
163000,1768,7,1,1,1914,2,10800,2,3,0,1970,2006,2,1
93500,1040,3,1,3,1950,2,8544,4,3,0,1950,2006,2,1
239900,1801,8,1,1,2005,3,10463,5,4,0,2005,2006,2,1
179000,1200,5,4,3,1987,0,10800,3,3,0,1988,2009,2,1
190000,1728,7,1,1,2004,2,9313,5,4,0,2004,2009,2,1
132000,1432,5,2,1,1910,2,9600,5,3,0,2002,2007,2,1
142000,912,6,1,1,1961,1,6768,4,4,0,1996,2008,4,1
179000,1349,7,1,1,2000,2,8450,5,3,0,2001,2007,2,1
175000,1464,5,1,1,1963,2,12886,5,3,0,1999,2009,2,1
180000,1337,8,1,4,1993,2,5395,4,4,0,1993,2008,2,1
299800,2715,8,1,1,1976,2,8963,5,4,0,1996,2008,4,1
236000,2256,7,1,1,2000,2,8795,5,4,0,2000,2009,2,1
265979,2640,7,1,1,1880,4,11700,3,4,0,2003,2009,5,1
260400,1720,7,1,1,1996,2,10593,5,4,0,1996,2010,4,1
98000,1529,4,1,1,1945,1,8405,3,3,0,1950,2009,2,1
96500,1140,4,1,1,1910,0,8800,4,3,0,2004,2010,2,1
162000,1320,7,1,1,2003,2,7750,5,4,0,2003,2007,2,1
217000,1494,6,1,1,1997,2,9236,5,4,0,1997,2006,2,1
275500,2098,8,1,1,2005,3,10240,4,5,0,2005,2006,2,1
156000,1026,6,1,1,1969,2,7930,4,4,0,2005,2009,2,1
172500,1471,6,1,4,1999,2,3230,4,3,0,1999,2009,2,1
212000,1768,8,1,1,2007,2,10769,5,4,0,2007,2009,2,1
158900,1386,6,2,1,1978,2,11616,3,3,0,1978,2010,4,1
179400,1501,7,1,5,1999,2,2280,4,3,0,1999,2008,2,1
290000,2531,8,1,1,1995,3,12257,5,4,0,1995,2007,2,1
127500,864,6,1,1,1959,1,9100,5,3,450,1959,2009,4,1
100000,1301,5,1,1,1924,2,6911,3,2,0,1950,2009,2,1
215200,1547,7,1,1,2009,2,8640,5,4,0,2009,2010,2,6
337000,2365,8,1,1,1999,3,9430,5,4,0,1999,2009,2,1
270000,1494,8,1,4,1995,2,9549,5,5,0,1996,2006,4,1
264132,1506,9,6,1,2008,2,14587,5,5,0,2008,2008,2,4
196500,1714,7,1,1,1988,2,10421,3,3,500,1988,2010,2,1
160000,1750,6,1,1,1940,1,12508,5,3,1300,1985,2008,2,1
216837,1836,7,1,1,2004,2,9100,5,4,0,2005,2006,4,1
538000,3279,8,1,1,2003,3,53504,5,5,0,2003,2010,4,1
134900,858,5,1,1,1982,2,7252,3,3,0,1982,2009,4,1
102000,1220,4,1,1,1951,2,8877,3,3,0,1951,2006,2,5
